Date,Daily Mean Temperature,Daily Total Rainfall,Daily Total Sunshine,Daily Mean Windspeed,Daily Mean Windspeed (Beaufort),Daily Maximum Gust,Daily Maximum Relative Humidity,Daily Mean Total Cloud,Daily Mean Visibility,Daily Mean Pressure,Daily Mean Wind Direction,Mean Cardinal Direction,Daily Max Gust Direction,Max Cardinal Direction,Station,Year
11/09/1987,15.8,2,0.9,11,Moderate,41,98,8,2100,1013,190,S,200,SSW,Hurn,1987
12/09/1987,18,11.4,0,13,Moderate,35,98,8,1200,1009,220,SW,210,SSW,Hurn,1987
13/09/1987,14.5,0.2,0.6,4,Light,13,99,8,1600,1012,70,ENE,10,N,Hurn,1987
14/09/1987,14.5,0,10,8,Light,25,97,4,3300,1018,240,WSW,240,WSW,Hurn,1987
15/09/1987,12.8,tr,3.6,4,Light,n/a,97,6,3000,1024,180,S,170,S,Hurn,1987
16/09/1987,16.6,tr,0.2,3,Light,n/a,97,7,1400,1021,90,E,40,NE,Hurn,1987
17/09/1987,17,0.1,1.8,6,Light,18,98,7,500,1019,230,SW,240,WSW,Hurn,1987
18/09/1987,18.9,1.8,8.5,4,Light,14,99,6,1900,1024,350,N,40,NE,Hurn,1987
19/09/1987,15.7,3.5,0.6,3,Light,20,100,7,300,1018,130,SE,290,WNW,Hurn,1987
20/09/1987,16.4,tr,0.4,5,Light,16,100,8,300,1014,180,S,230,SW,Hurn,1987
21/09/1987,17.6,1,0.5,8,Light,23,96,8,500,1010,190,S,220,SW,Hurn,1987
22/09/1987,14.5,0,10,8,Light,23,95,4,2700,1013,210,SSW,200,SSW,Hurn,1987
23/09/1987,15,6.5,4.6,8,Light,28,95,5,2700,1009,200,SSW,200,SSW,Hurn,1987
24/09/1987,12.6,0.9,6.3,5,Light,22,96,3,2900,1007,250,WSW,330,NNW,Hurn,1987
25/09/1987,9.5,0,9.3,3,Light,n/a,99,2,3600,1009,320,NW,290,WNW,Hurn,1987
26/09/1987,8.3,0,10.3,6,Light,21,98,2,3200,1014,20,NNE,20,NNE,Hurn,1987
27/09/1987,7.5,0,3.8,3,Light,n/a,98,5,2100,1025,999,N,320,NW,Hurn,1987
28/09/1987,9.6,0,2.5,3,Light,n/a,97,6,1300,1028,30,NNE,10,N,Hurn,1987
29/09/1987,7.5,0,9.2,4,Light,n/a,98,1,900,1028,330,NNW,40,NE,Hurn,1987
30/09/1987,11.9,0,5.8,6,Light,20,89,6,2000,1023,60,ENE,120,ESE,Hurn,1987
01/10/1987,10.1,0,9.6,4,Light,15,98,2,700,1021,40,NE,110,ESE,Hurn,1987
02/10/1987,10.8,6.4,0,5,Light,18,100,6,300,1019,100,E,110,ESE,Hurn,1987
03/10/1987,15.5,10.4,1.8,6,Light,25,97,8,500,1018,90,E,110,ESE,Hurn,1987
04/10/1987,15.9,0,5.5,4,Light,13,98,7,600,1012,160,SSE,120,ESE,Hurn,1987
05/10/1987,15.4,1.6,3.4,5,Light,24,100,7,800,1003,90,E,200,SSW,Hurn,1987
06/10/1987,13.6,17.1,4.9,8,Light,39,97,5,2600,1000,230,SW,310,NW,Hurn,1987
07/10/1987,11,17,0,14,Moderate,38,100,8,1300,992,210,SSW,190,S,Hurn,1987
08/10/1987,11,6.3,6.4,13,Moderate,44,95,5,2200,994,280,W,270,W,Hurn,1987
09/10/1987,9.6,25.7,0.1,15,Moderate,36,94,8,1400,999,210,SSW,210,SSW,Hurn,1987
10/10/1987,8.6,1.5,0.6,8,Light,23,99,7,1900,993,350,N,340,NNW,Hurn,1987
11/10/1987,8,3.1,5.8,5,Light,20,93,5,3300,1002,200,SSW,230,SW,Hurn,1987
12/10/1987,9.4,1.1,8.9,5,Light,21,98,4,2100,1004,240,WSW,230,SW,Hurn,1987
13/10/1987,10.3,1.8,7.5,6,Light,26,99,5,2500,1000,250,WSW,240,WSW,Hurn,1987
14/10/1987,7.6,11.2,0.7,6,Light,28,98,6,2000,996,220,SW,140,SE,Hurn,1987
15/10/1987,12.3,18.5,0,9,Light,46,99,7,1900,980,30,NNE,180,S,Hurn,1987
16/10/1987,10.8,2.8,5.2,17,Fresh,61,94,5,2000,989,230,SW,190,S,Hurn,1987
17/10/1987,12.2,0,7,11,Moderate,31,92,5,2200,1012,220,SW,180,S,Hurn,1987
18/10/1987,13.9,6.4,2.2,17,Fresh,32,90,7,1900,1011,170,S,150,SSE,Hurn,1987
19/10/1987,14.7,1.8,3.5,8,Light,25,95,7,1700,1009,150,SSE,200,SSW,Hurn,1987
20/10/1987,14.2,3.8,0,4,Light,15,99,8,900,1006,150,SSE,160,SSE,Hurn,1987
21/10/1987,12.7,2.7,5.9,8,Light,24,99,5,2500,1007,200,SSW,190,S,Hurn,1987
22/10/1987,7.5,0,7.3,3,Light,n/a,100,2,2200,1018,350,N,230,SW,Hurn,1987
23/10/1987,5.1,tr,1.6,4,Light,n/a,100,5,1000,1021,340,NNW,50,NE,Hurn,1987
24/10/1987,6.1,0,7.6,3,Light,n/a,100,2,700,1026,340,NNW,20,NNE,Hurn,1987
25/10/1987,6.3,tr,5.9,3,Light,n/a,99,2,700,1026,320,NW,160,SSE,Hurn,1987
26/10/1987,7,3,0,4,Light,12,99,7,600,1019,60,ENE,200,SSW,Hurn,1987
27/10/1987,10.6,1,0,6,Light,19,99,8,600,1009,120,ESE,300,WNW,Hurn,1987
28/10/1987,7.9,0,8.8,4,Light,16,98,2,2200,1019,300,WNW,270,W,Hurn,1987
29/10/1987,5.3,0,2.2,3,Light,n/a,99,6,700,1018,70,ENE,160,SSE,Hurn,1987
30/10/1987,8.1,4.4,0,5,Light,14,99,7,500,1015,80,E,130,SE,Hurn,1987
31/10/1987,11.4,5.1,0.2,2,Light,n/a,100,7,500,1016,110,ESE,120,ESE,Hurn,1987
01/05/1987,10,0.8,n/a,n/a,n/a,n/a,90,6,2300,1013,190,S,190,S,Leeming,1987
02/05/1987,6.4,3.6,n/a,n/a,n/a,n/a,90,5,3600,1008,270,W,260,W,Leeming,1987
03/05/1987,6.5,tr,n/a,n/a,n/a,n/a,83,4,3100,1026,350,N,340,NNW,Leeming,1987
04/05/1987,7.8,0,n/a,n/a,n/a,n/a,88,4,4600,1033,310,NW,300,WNW,Leeming,1987
05/05/1987,13.2,0,n/a,n/a,n/a,n/a,80,4,2900,1033,300,WNW,300,WNW,Leeming,1987
06/05/1987,9.8,0,n/a,n/a,n/a,n/a,95,3,1500,1033,20,NNE,360,N,Leeming,1987
07/05/1987,14.7,0,n/a,n/a,n/a,n/a,88,3,1700,1030,160,SSE,140,SE,Leeming,1987
08/05/1987,13.7,0,n/a,n/a,n/a,n/a,95,4,1300,1024,160,SSE,250,WSW,Leeming,1987
09/05/1987,12,0,n/a,n/a,n/a,n/a,82,6,2300,1015,300,WNW,240,WSW,Leeming,1987
10/05/1987,9.3,tr,n/a,n/a,n/a,n/a,84,6,6000,1014,290,WNW,330,NNW,Leeming,1987
11/05/1987,10.8,0.6,n/a,n/a,n/a,n/a,80,7,3800,1004,250,WSW,230,SW,Leeming,1987
12/05/1987,8.5,tr,n/a,n/a,n/a,n/a,91,6,3200,1001,360,N,340,NNW,Leeming,1987
13/05/1987,7.4,10.7,n/a,n/a,n/a,n/a,86,5,5100,1009,310,NW,280,W,Leeming,1987
14/05/1987,6.9,1.3,n/a,n/a,n/a,n/a,97,7,1000,1002,150,SSE,340,NNW,Leeming,1987
15/05/1987,7,0.5,n/a,n/a,n/a,n/a,93,4,1900,1009,340,NNW,330,NNW,Leeming,1987
16/05/1987,5.8,3.8,n/a,n/a,n/a,n/a,89,5,3900,1012,280,W,160,SSE,Leeming,1987
17/05/1987,6.5,2.6,n/a,n/a,n/a,n/a,99,7,1400,1009,140,SE,150,SSE,Leeming,1987
18/05/1987,8.8,0,7.8,9,Light,23,97,5,1300,1016,360,N,20,NNE,Leeming,1987
19/05/1987,8,0,0.6,6,Light,19,95,6,1500,1024,20,NNE,20,NNE,Leeming,1987
20/05/1987,8.2,tr,7.4,9,Light,24,90,6,3500,1030,290,WNW,290,WNW,Leeming,1987
21/05/1987,9.7,0.8,2.8,14,Moderate,33,96,7,2300,1027,360,N,360,N,Leeming,1987
22/05/1987,8.3,tr,1.3,13,Moderate,25,93,7,1600,1027,350,N,30,NNE,Leeming,1987
23/05/1987,9.4,0,4.6,12,Moderate,28,91,7,1700,1025,20,NNE,350,N,Leeming,1987
24/05/1987,9.5,0,7.3,9,Light,18,88,7,1200,1022,20,NNE,20,NNE,Leeming,1987
25/05/1987,12.4,0,6.6,4,Light,14,94,6,700,1022,10,N,180,S,Leeming,1987
26/05/1987,10.2,tr,6.4,8,Light,17,100,8,400,1021,360,N,10,N,Leeming,1987
27/05/1987,8.8,0,0,6,Light,13,93,8,900,1018,30,NNE,360,N,Leeming,1987
28/05/1987,9.7,1.3,0,3,Light,n/a,96,8,1000,1018,150,SSE,150,SSE,Leeming,1987
29/05/1987,10.5,3.2,3.9,6,Light,16,98,6,2000,1020,150,SSE,250,WSW,Leeming,1987
30/05/1987,14,tr,3.1,9,Light,26,95,7,2900,1015,250,WSW,210,SSW,Leeming,1987
31/05/1987,14.1,0.6,11.7,8,Light,25,93,4,3600,1017,270,W,270,W,Leeming,1987
01/06/1987,14.3,0.3,7.3,9,Light,21,94,6,4100,1018,260,W,280,W,Leeming,1987
02/06/1987,12.7,9.7,0,5,Light,14,99,8,1400,1014,110,ESE,170,S,Leeming,1987
03/06/1987,12.4,0.8,0.5,5,Light,11,100,8,700,1004,350,N,330,NNW,Leeming,1987
04/06/1987,10.9,tr,2,7,Light,23,96,7,1900,1006,340,NNW,10,N,Leeming,1987
05/06/1987,9.4,10.4,3.4,9,Light,24,100,6,900,1006,130,SE,120,ESE,Leeming,1987
06/06/1987,13.2,1.3,1.1,13,Moderate,39,96,7,2400,994,210,SSW,180,S,Leeming,1987
07/06/1987,12.1,1.5,0.5,10,Light,27,97,7,2700,998,250,WSW,240,WSW,Leeming,1987
08/06/1987,10.3,tr,0.3,6,Light,18,96,7,1600,1004,350,N,340,NNW,Leeming,1987
09/06/1987,10.3,4.7,0.6,3,Light,n/a,96,7,3000,1004,30,NNE,20,NNE,Leeming,1987
10/06/1987,10.6,2.1,0.5,3,Light,n/a,96,7,1000,1008,120,ESE,150,SSE,Leeming,1987
11/06/1987,10.8,7.3,0.2,6,Light,15,97,8,1000,1014,360,N,360,N,Leeming,1987
12/06/1987,10.7,1.6,1.9,4,Light,17,99,7,800,1018,130,SE,340,NNW,Leeming,1987
13/06/1987,9.2,6.4,7.7,3,Light,13,95,5,1300,1016,340,NNW,30,NNE,Leeming,1987
14/06/1987,10.6,2.1,3.4,4,Light,n/a,97,8,1100,1014,150,SSE,160,SSE,Leeming,1987
15/06/1987,10.4,tr,7.6,5,Light,18,96,5,2300,1015,350,N,10,N,Leeming,1987
16/06/1987,9.2,4.2,7.3,3,Light,n/a,95,4,2100,1017,200,SSW,120,ESE,Leeming,1987
17/06/1987,9.6,0.2,5.7,3,Light,14,97,4,2300,1015,20,NNE,360,N,Leeming,1987
18/06/1987,12.8,0,11.4,4,Light,n/a,94,5,2200,1011,150,SSE,150,SSE,Leeming,1987
19/06/1987,11.7,0,4.3,7,Light,18,95,6,1400,1005,30,NNE,10,N,Leeming,1987
20/06/1987,12.7,0,6.4,3,Light,14,96,5,1400,1011,160,SSE,330,NNW,Leeming,1987
21/06/1987,12.7,1.9,7.2,3,Light,25,94,5,2700,1016,230,SW,170,S,Leeming,1987
22/06/1987,12,5.4,0.2,4,Light,14,100,7,700,1017,140,SE,300,WNW,Leeming,1987
23/06/1987,12.7,4.8,0.9,5,Light,18,97,8,600,1019,140,SE,270,W,Leeming,1987
24/06/1987,13.4,0.3,2.7,6,Light,19,93,6,1700,1018,270,W,300,WNW,Leeming,1987
25/06/1987,11.3,11.3,0,4,Light,11,96,8,700,1014,120,ESE,150,SSE,Leeming,1987
26/06/1987,11.7,4,0,5,Light,12,97,8,1600,1014,350,N,360,N,Leeming,1987
27/06/1987,15.1,1.3,0,3,Light,n/a,98,8,400,1013,140,SE,160,SSE,Leeming,1987
28/06/1987,17.4,0.5,0.1,8,Light,20,97,7,1900,1016,210,SSW,220,SW,Leeming,1987
29/06/1987,19.3,1.1,0,6,Light,17,94,7,2600,1019,240,WSW,220,SW,Leeming,1987
30/06/1987,15.2,0,8.5,8,Light,26,90,5,4300,1018,230,SW,200,SSW,Leeming,1987
01/07/1987,14.2,0,10.7,9,Light,26,85,5,4300,1020,260,W,240,WSW,Leeming,1987
02/07/1987,15.3,0,6.5,3,Light,13,89,6,4500,1025,110,ESE,240,WSW,Leeming,1987
03/07/1987,16.5,0,4.5,4,Light,13,92,6,1700,1026,210,SSW,210,SSW,Leeming,1987
04/07/1987,17.7,0,13.6,5,Light,16,84,3,3600,1025,210,SSW,200,SSW,Leeming,1987
05/07/1987,19.1,0,4.6,4,Light,n/a,85,5,800,1023,150,SSE,180,S,Leeming,1987
06/07/1987,20.2,0,12.3,4,Light,13,94,4,600,1019,160,SSE,360,N,Leeming,1987
07/07/1987,17.8,0,11.2,7,Light,19,87,4,5000,1019,290,WNW,290,WNW,Leeming,1987
08/07/1987,15,0,7.5,8,Light,18,81,5,6000,1021,290,WNW,280,W,Leeming,1987
09/07/1987,14.3,5.5,12.4,7,Light,19,92,4,5600,1021,280,W,290,WNW,Leeming,1987
10/07/1987,18.1,2.6,2.8,8,Light,27,98,7,1400,1017,150,SSE,260,W,Leeming,1987
11/07/1987,17.9,0,11.1,11,Moderate,27,94,5,3300,1011,260,W,240,WSW,Leeming,1987
12/07/1987,16.1,0,3.4,8,Light,19,90,5,5100,1016,270,W,260,W,Leeming,1987
13/07/1987,17.9,0,7.9,5,Light,14,89,6,3300,1020,140,SE,150,SSE,Leeming,1987
14/07/1987,16.5,0.9,0.2,5,Light,15,88,8,700,1016,150,SSE,140,SE,Leeming,1987
15/07/1987,18.5,1.5,2.1,6,Light,26,94,7,1000,1006,170,S,160,SSE,Leeming,1987
16/07/1987,14.6,0.2,4.8,3,Light,10,95,6,1800,1003,150,SSE,200,SSW,Leeming,1987
17/07/1987,15.1,15.5,0.5,4,Light,12,96,7,1000,998,340,NNW,150,SSE,Leeming,1987
18/07/1987,14.6,16.2,0,12,Moderate,27,94,8,1300,995,280,W,150,SSE,Leeming,1987
19/07/1987,14.9,tr,2.6,9,Light,19,95,7,1400,1005,90,E,20,NNE,Leeming,1987
20/07/1987,14.3,0.3,0,11,Moderate,22,93,8,1200,1016,360,N,350,N,Leeming,1987
21/07/1987,13.2,2.3,0,12,Moderate,26,98,8,800,1020,350,N,350,N,Leeming,1987
22/07/1987,12.7,0,0,11,Moderate,23,98,8,600,1023,350,N,10,N,Leeming,1987
23/07/1987,14.7,1.7,6.7,8,Light,17,92,6,1300,1023,350,N,340,NNW,Leeming,1987
24/07/1987,13.1,3.1,0.5,5,Light,19,98,7,1400,1020,360,N,360,N,Leeming,1987
25/07/1987,12.5,tr,4.2,6,Light,18,94,6,5500,1021,340,NNW,340,NNW,Leeming,1987
26/07/1987,12.3,6.5,1.5,6,Light,18,100,7,3400,1017,280,W,240,WSW,Leeming,1987
27/07/1987,15.9,0,2.3,10,Light,29,89,6,5800,1012,300,WNW,300,WNW,Leeming,1987
28/07/1987,14.9,tr,0.3,5,Light,17,90,7,3800,1014,250,WSW,290,WNW,Leeming,1987
29/07/1987,18,0.8,5.9,4,Light,18,94,6,2200,1010,30,NNE,340,NNW,Leeming,1987
30/07/1987,17.4,0.1,3.4,5,Light,18,95,7,2200,1016,260,W,270,W,Leeming,1987
31/07/1987,17.6,0,4.4,11,Moderate,35,84,6,3800,1012,250,WSW,250,WSW,Leeming,1987
01/08/1987,14.1,0,1.5,11,Moderate,29,81,7,4500,1012,270,W,270,W,Leeming,1987
02/08/1987,15,tr,4.8,8,Light,20,89,6,5600,1011,300,WNW,280,W,Leeming,1987
03/08/1987,14.8,4.2,5.8,7,Light,23,95,6,5000,1011,280,W,20,NNE,Leeming,1987
04/08/1987,12.5,0.1,5.1,6,Light,17,94,6,5600,1021,340,NNW,330,NNW,Leeming,1987
05/08/1987,13.5,tr,10.8,5,Light,19,88,5,6100,1023,320,NW,360,N,Leeming,1987
06/08/1987,12.1,0.6,5.4,3,Light,18,87,6,3400,1016,300,WNW,10,N,Leeming,1987
07/08/1987,10.7,0,0.1,7,Light,19,92,6,3300,1007,270,W,280,W,Leeming,1987
08/08/1987,14.8,tr,0.8,6,Light,14,86,6,3600,1011,270,W,280,W,Leeming,1987
09/08/1987,13.6,0,4.9,4,Light,14,94,5,2200,1015,350,N,20,NNE,Leeming,1987
10/08/1987,13.3,0,11.3,4,Light,n/a,97,3,2900,1018,260,W,260,W,Leeming,1987
11/08/1987,13.2,1.3,0.5,5,Light,n/a,97,7,1200,1016,160,SSE,200,SSW,Leeming,1987
12/08/1987,15.7,7.9,0,6,Light,17,98,8,600,1014,140,SE,140,SE,Leeming,1987
13/08/1987,17.8,0,6.6,8,Light,22,98,5,3300,1010,260,W,270,W,Leeming,1987
14/08/1987,16.1,0,3,8,Light,24,92,6,3600,1011,250,WSW,240,WSW,Leeming,1987
15/08/1987,15.8,2.4,1.1,6,Light,17,93,6,3900,1017,260,W,280,W,Leeming,1987
16/08/1987,19.1,0.4,4.5,7,Light,19,96,6,3200,1015,260,W,240,WSW,Leeming,1987
17/08/1987,20.4,0.6,5.4,5,Light,15,97,7,3600,1012,260,W,250,WSW,Leeming,1987
18/08/1987,18.2,2.6,0,4,Light,12,97,8,1000,1014,270,W,30,NNE,Leeming,1987
19/08/1987,16.1,tr,2.5,3,Light,10,100,7,1400,1019,150,SSE,210,SSW,Leeming,1987
20/08/1987,20.6,0.9,2.6,10,Light,24,99,7,900,1014,150,SSE,180,S,Leeming,1987
21/08/1987,21.5,21.6,7.7,6,Light,17,93,6,4200,1011,260,W,180,S,Leeming,1987
22/08/1987,15.2,2.8,0,5,Light,13,100,7,300,1008,360,N,10,N,Leeming,1987
23/08/1987,14.3,0.3,0,9,Light,21,98,8,1000,1010,360,N,10,N,Leeming,1987
24/08/1987,13.2,0,3.3,9,Light,20,88,7,2300,1015,350,N,340,NNW,Leeming,1987
25/08/1987,13.8,3.4,0,9,Light,20,94,8,1300,1009,340,NNW,360,N,Leeming,1987
26/08/1987,12.5,6.6,0,14,Moderate,31,94,8,1100,1005,340,NNW,330,NNW,Leeming,1987
27/08/1987,13.6,0.6,6.2,9,Light,27,79,7,4200,1018,330,NNW,330,NNW,Leeming,1987
28/08/1987,15.5,tr,2,7,Light,21,90,7,2600,1021,260,W,270,W,Leeming,1987
29/08/1987,19.1,0,7.3,5,Light,16,96,5,3000,1023,250,WSW,250,WSW,Leeming,1987
30/08/1987,16.9,0,11.1,7,Light,21,89,4,3800,1023,20,NNE,20,NNE,Leeming,1987
31/08/1987,15.1,1.2,2.6,5,Light,15,94,7,2200,1021,140,SE,160,SSE,Leeming,1987
01/09/1987,14.1,0.1,0.4,5,Light,14,97,7,800,1014,160,SSE,270,W,Leeming,1987
02/09/1987,14,tr,11.8,5,Light,16,96,3,2600,1018,300,WNW,140,SE,Leeming,1987
03/09/1987,17.4,tr,2.4,8,Light,21,100,6,1600,1010,150,SSE,230,SW,Leeming,1987
04/09/1987,14.5,0.7,7.4,9,Light,23,86,4,3300,1012,170,S,220,SW,Leeming,1987
05/09/1987,14.3,0.7,3.1,9,Light,24,95,6,2300,1005,150,SSE,230,SW,Leeming,1987
06/09/1987,13.2,1.2,0,7,Light,20,96,7,2700,1009,220,SW,200,SSW,Leeming,1987
07/09/1987,13.8,tr,9.1,9,Light,24,94,4,3700,1014,250,WSW,260,W,Leeming,1987
08/09/1987,11.8,tr,5.7,8,Light,23,97,6,4800,1018,250,WSW,260,W,Leeming,1987
09/09/1987,13.9,1.5,1.7,9,Light,25,95,7,2400,1013,180,S,210,SSW,Leeming,1987
10/09/1987,14,0.5,9.3,11,Moderate,40,94,4,3200,1008,250,WSW,230,SW,Leeming,1987
11/09/1987,14.9,8.4,2.3,8,Light,21,98,7,2500,1008,240,WSW,260,W,Leeming,1987
12/09/1987,16.1,0.8,3.4,13,Moderate,33,98,6,3900,999,230,SW,240,WSW,Leeming,1987
13/09/1987,14.1,tr,11.4,10,Light,26,88,2,4300,1008,230,SW,220,SW,Leeming,1987
14/09/1987,14.5,tr,11,17,Fresh,48,83,1,3100,1009,250,WSW,250,WSW,Leeming,1987
15/09/1987,14.2,1.1,3.3,6,Light,23,86,5,3500,1020,260,W,260,W,Leeming,1987
16/09/1987,16.2,7.1,6.2,3,Light,10,94,7,2400,1020,30,NNE,230,SW,Leeming,1987
17/09/1987,16.2,0,1,3,Light,13,99,8,1100,1016,150,SSE,270,W,Leeming,1987
18/09/1987,13.9,0,8,6,Light,18,90,4,5000,1023,250,WSW,300,WNW,Leeming,1987
19/09/1987,10.2,18.4,2.5,5,Light,17,99,6,1000,1018,160,SSE,150,SSE,Leeming,1987
20/09/1987,13.8,0,1.3,4,Light,20,98,7,3300,1010,160,SSE,260,W,Leeming,1987
21/09/1987,17,1.5,2,9,Light,21,100,7,1000,1005,150,SSE,150,SSE,Leeming,1987
22/09/1987,15,tr,10.3,11,Moderate,26,94,4,4600,1007,220,SW,230,SW,Leeming,1987
23/09/1987,14.3,0.9,6.5,11,Moderate,27,91,5,2800,1003,200,SSW,210,SSW,Leeming,1987
24/09/1987,12.2,tr,7.2,8,Light,23,89,5,4300,1002,260,W,280,W,Leeming,1987
25/09/1987,9.7,tr,6.7,5,Light,17,94,3,4200,1006,260,W,300,WNW,Leeming,1987
26/09/1987,7.9,0,0.6,6,Light,22,92,5,4800,1015,280,W,330,NNW,Leeming,1987
27/09/1987,7.2,0,4.2,4,Light,12,92,6,4700,1025,300,WNW,340,NNW,Leeming,1987
28/09/1987,10.4,0,0,2,Light,n/a,88,7,2600,1029,280,W,250,WSW,Leeming,1987
29/09/1987,10.7,0,1.2,2,Light,n/a,93,6,1800,1030,160,SSE,100,E,Leeming,1987
30/09/1987,8.9,0,0,4,Light,n/a,98,5,900,1026,120,ESE,130,SE,Leeming,1987
01/10/1987,9.8,0,3.9,3,Light,n/a,97,5,800,1025,160,SSE,110,ESE,Leeming,1987
02/10/1987,10.9,0,4.1,4,Light,16,99,5,500,1026,340,NNW,70,ENE,Leeming,1987
03/10/1987,11.2,3,4.6,4,Light,13,100,6,400,1025,340,NNW,100,E,Leeming,1987
04/10/1987,9.5,2.4,0,3,Light,10,98,7,100,1014,330,NNW,150,SSE,Leeming,1987
05/10/1987,11.3,1.6,0,7,Light,18,99,8,200,1002,150,SSE,150,SSE,Leeming,1987
06/10/1987,12,0,3.6,8,Light,25,96,5,3800,993,210,SSW,250,WSW,Leeming,1987
07/10/1987,9.5,tr,0.1,10,Light,27,93,6,2300,986,150,SSE,150,SSE,Leeming,1987
08/10/1987,9.8,0.7,0.7,11,Moderate,40,95,6,3600,981,280,W,280,W,Leeming,1987
09/10/1987,8.3,12.6,1.3,7,Light,17,95,7,2100,993,160,SSE,160,SSE,Leeming,1987
10/10/1987,6.9,7.4,0,5,Light,14,96,8,1100,993,350,N,270,W,Leeming,1987
11/10/1987,8.3,0.4,7,4,Light,16,94,6,2900,999,260,W,240,WSW,Leeming,1987
12/10/1987,7.8,0.4,5.1,5,Light,17,97,4,1800,1001,150,SSE,230,SW,Leeming,1987
13/10/1987,7.8,0.7,0.9,6,Light,15,99,6,1200,995,160,SSE,210,SSW,Leeming,1987
14/10/1987,8.1,1.8,2.6,6,Light,16,94,6,1800,994,150,SSE,200,SSW,Leeming,1987
15/10/1987,8.7,17.3,0.1,4,Light,12,97,8,800,980,20,NNE,190,S,Leeming,1987
16/10/1987,9.3,0.3,2.3,14,Moderate,41,97,6,2200,980,360,N,250,WSW,Leeming,1987
17/10/1987,10.5,1.4,7.7,9,Light,22,88,5,3300,1007,210,SSW,190,S,Leeming,1987
18/10/1987,11.7,2.1,0.1,18,Fresh,40,92,8,1400,1006,150,SSE,150,SSE,Leeming,1987
19/10/1987,13.2,0.4,0,9,Light,22,95,8,700,1009,150,SSE,140,SE,Leeming,1987
20/10/1987,11.3,31.7,0,3,Light,n/a,99,8,200,1008,170,S,180,S,Leeming,1987
21/10/1987,12.8,1,2.8,10,Light,27,100,6,1800,1002,200,SSW,230,SW,Leeming,1987
22/10/1987,8.5,0,4,8,Light,20,95,4,2900,1015,190,S,240,WSW,Leeming,1987
23/10/1987,5.1,0,8.5,1,Light,n/a,98,2,2400,1023,0,N,90,E,Leeming,1987
24/10/1987,5.5,0,6.9,2,Light,9,98,2,1700,1025,0,N,250,WSW,Leeming,1987
25/10/1987,6.6,tr,7.8,8,Light,20,96,2,1300,1024,190,S,200,SSW,Leeming,1987
26/10/1987,7.2,1.3,0,8,Light,19,97,7,100,1020,160,SSE,150,SSE,Leeming,1987
27/10/1987,8.2,19,0,4,Light,15,100,8,400,1010,160,SSE,200,SSW,Leeming,1987
28/10/1987,8.1,0,6.1,5,Light,15,95,4,3500,1017,260,W,320,NW,Leeming,1987
29/10/1987,4,0,4.3,2,Light,n/a,98,5,600,1021,999,N,330,NNW,Leeming,1987
30/10/1987,4.2,1.7,2.1,2,Light,n/a,98,5,500,1019,0,N,350,N,Leeming,1987
31/10/1987,5.7,0.1,0,2,Light,n/a,100,8,100,1016,0,N,360,N,Leeming,1987
01/05/1987,8.7,4.1,n/a,n/a,n/a,n/a,98,6,3700,1011,280,W,190,S,Leuchars,1987
02/05/1987,4.8,1.1,n/a,n/a,n/a,n/a,93,4,3700,1006,240,WSW,340,NNW,Leuchars,1987
03/05/1987,6.5,0,n/a,n/a,n/a,n/a,85,6,4500,1029,340,NNW,330,NNW,Leuchars,1987
04/05/1987,9.3,tr,n/a,n/a,n/a,n/a,83,7,5000,1032,260,W,250,WSW,Leuchars,1987
05/05/1987,11.6,0,n/a,n/a,n/a,n/a,90,6,4200,1033,300,WNW,270,W,Leuchars,1987
06/05/1987,10.8,0,n/a,n/a,n/a,n/a,89,6,4400,1033,240,WSW,140,SE,Leuchars,1987
07/05/1987,11.3,0,n/a,n/a,n/a,n/a,97,4,2500,1028,240,WSW,220,SW,Leuchars,1987
08/05/1987,12,0,n/a,n/a,n/a,n/a,90,6,3000,1022,230,SW,240,WSW,Leuchars,1987
09/05/1987,11.1,0.1,n/a,n/a,n/a,n/a,86,6,3400,1012,240,WSW,270,W,Leuchars,1987
10/05/1987,8,0.3,n/a,n/a,n/a,n/a,86,5,5900,1013,300,WNW,290,WNW,Leuchars,1987
11/05/1987,11.8,20.6,n/a,n/a,n/a,n/a,97,8,2400,1000,230,SW,250,WSW,Leuchars,1987
12/05/1987,7.7,1.1,n/a,n/a,n/a,n/a,97,7,2600,1002,340,NNW,300,WNW,Leuchars,1987
13/05/1987,7.7,3.7,n/a,n/a,n/a,n/a,95,6,3500,1008,300,WNW,290,WNW,Leuchars,1987
14/05/1987,7.1,2.5,n/a,n/a,n/a,n/a,95,7,2600,1004,60,ENE,40,NE,Leuchars,1987
15/05/1987,7.4,0.1,n/a,n/a,n/a,n/a,87,6,4000,1011,340,NNW,10,N,Leuchars,1987
16/05/1987,7.4,2.4,n/a,n/a,n/a,n/a,88,7,5000,1011,250,WSW,180,S,Leuchars,1987
17/05/1987,8.2,0.9,n/a,n/a,n/a,n/a,97,8,2000,1008,190,S,40,NE,Leuchars,1987
18/05/1987,9.1,tr,5.6,5,Light,16,100,6,1700,1017,100,E,280,W,Leuchars,1987
19/05/1987,11.5,0,8.6,8,Light,24,86,6,4400,1024,360,N,340,NNW,Leuchars,1987
20/05/1987,11.1,tr,8.5,7,Light,22,78,6,5800,1030,340,NNW,320,NW,Leuchars,1987
21/05/1987,12.2,tr,3.8,11,Moderate,34,93,7,4000,1030,360,N,340,NNW,Leuchars,1987
